unit_id,speed,date
8172,13076663.492307692308,2018-07-23 00:00:00
8172,12258662.385964912281,2018-07-30 00:00:00
8172,12507240.475409836066,2018-08-06 00:00:00
8172,12562946.916666666667,2018-08-13 00:00:00
8172,13220733.653061224490,2018-08-20 00:00:00
8172,12722821.775000000000,2018-08-27 00:00:00
8172,12963303.609756097561,2018-09-03 00:00:00
8172,12866310.257142857143,2018-09-10 00:00:00
8172,13171213.350877192982,2018-09-17 00:00:00
8172,12931659.375000000000,2018-09-24 00:00:00
8181,4032626.916666666667,2018-06-25 00:00:00
8181,3973210.837209302326,2018-07-02 00:00:00
8181,3841131.162162162162,2018-07-09 00:00:00
8181,3890210.552631578947,2018-07-16 00:00:00
8181,3858653.285714285714,2018-07-23 00:00:00
8181,3938937.085106382979,2018-07-30 00:00:00
8181,4085525.064935064935,2018-08-06 00:00:00
8181,8327396.975903614458,2018-08-13 00:00:00
8181,14187526.038961038961,2018-08-20 00:00:00
8181,13832323.469135802469,2018-08-27 00:00:00
8181,13879216.846153846154,2018-09-03 00:00:00
8181,14104397.657894736842,2018-09-10 00:00:00
8181,14167622.285714285714,2018-09-17 00:00:00
8181,14047896.291139240506,2018-09-24 00:00:00
8182,1958159.513513513514,2018-07-23 00:00:00
8182,1528180.900000000000,2018-07-30 00:00:00
8188,11256060.700000000000,2018-06-25 00:00:00
8188,12459985.152777777778,2018-07-02 00:00:00
8188,13061446.246913580247,2018-07-09 00:00:00
8188,12265193.226666666667,2018-07-16 00:00:00
8188,13586442.712328767123,2018-07-23 00:00:00
8188,13236317.125000000000,2018-07-30 00:00:00
8188,13406238.390625000000,2018-08-06 00:00:00
8188,12965480.546875000000,2018-08-13 00:00:00
8188,13088450.677419354839,2018-08-20 00:00:00
8188,11325054.973333333333,2018-08-27 00:00:00
8188,11871612.046511627907,2018-09-03 00:00:00
8188,13273301.466666666667,2018-09-10 00:00:00
8188,13186004.493975903614,2018-09-17 00:00:00
8188,13353772.544303797468,2018-09-24 00:00:00
8194,10876299.206896551724,2018-08-13 00:00:00
8194,18729795.581632653061,2018-08-20 00:00:00
8194,18102570.146067415730,2018-08-27 00:00:00
8194,17710798.011764705882,2018-09-03 00:00:00
8194,17977224.397590361446,2018-09-10 00:00:00
8194,17582175.314606741573,2018-09-17 00:00:00
8194,18029309.223529411765,2018-09-24 00:00:00
8197,3730819.000000000000,2018-06-25 00:00:00
8197,3781454.611940298507,2018-07-02 00:00:00
8197,3817249.952380952381,2018-07-09 00:00:00
8197,3775474.701492537313,2018-07-16 00:00:00
8197,3773702.014285714286,2018-07-23 00:00:00
8197,3800128.960000000000,2018-07-30 00:00:00
8197,3684460.662650602410,2018-08-06 00:00:00
8197,3808796.481481481481,2018-08-13 00:00:00
8197,3804167.535714285714,2018-08-20 00:00:00
8197,3604249.316455696203,2018-08-27 00:00:00
8197,3627473.671428571429,2018-09-03 00:00:00
8197,3719701.304347826087,2018-09-10 00:00:00
8197,3758854.025641025641,2018-09-17 00:00:00
8197,3687144.202702702703,2018-09-24 00:00:00
8203,1507383.357142857143,2018-06-25 00:00:00
8203,1478047.322580645161,2018-07-02 00:00:00
8203,1451908.090909090909,2018-07-09 00:00:00
8203,1485649.192307692308,2018-07-16 00:00:00
8203,1425039.576470588235,2018-07-23 00:00:00
8203,1370365.417721518987,2018-07-30 00:00:00
8203,1307430.695121951220,2018-08-06 00:00:00
8203,1324667.559523809524,2018-08-13 00:00:00
8203,1406079.657534246575,2018-08-20 00:00:00
8203,1368269.743902439024,2018-08-27 00:00:00
8203,1359949.263157894737,2018-09-03 00:00:00
8203,1322555.550000000000,2018-09-10 00:00:00
8203,1271293.075000000000,2018-09-17 00:00:00
8203,1227433.855421686747,2018-09-24 00:00:00
8204,2470574.133333333333,2018-06-25 00:00:00
8204,2775414.806451612903,2018-07-02 00:00:00
8204,5508029.825581395349,2018-07-09 00:00:00
8204,11041026.619047619048,2018-07-16 00:00:00
8208,14262449.111111111111,2018-06-25 00:00:00
8208,15290166.854838709677,2018-07-02 00:00:00
8208,16335409.303571428571,2018-07-09 00:00:00
8208,16301281.741935483871,2018-07-16 00:00:00
8208,16208966.079365079365,2018-07-23 00:00:00
8208,15588015.491525423729,2018-07-30 00:00:00
8208,15561754.115384615385,2018-08-06 00:00:00
8208,15380258.883333333333,2018-08-13 00:00:00
8208,15410548.263157894737,2018-08-20 00:00:00
8208,15496780.714285714286,2018-08-27 00:00:00
8208,15578549.779661016949,2018-09-03 00:00:00
8208,15544137.750000000000,2018-09-10 00:00:00
8210,8776005.000000000000,2018-06-25 00:00:00
8210,8768586.127272727273,2018-07-02 00:00:00
8210,8775446.123076923077,2018-07-09 00:00:00
8210,8770418.823529411765,2018-07-16 00:00:00
8210,8771618.108433734940,2018-07-23 00:00:00
8210,8765185.012195121951,2018-07-30 00:00:00
8210,8773873.658227848101,2018-08-06 00:00:00
8210,8777768.081395348837,2018-08-13 00:00:00
8210,8664458.361445783133,2018-08-20 00:00:00
8210,8762987.642857142857,2018-08-27 00:00:00
8210,8756604.097560975610,2018-09-03 00:00:00
8210,8773926.244444444444,2018-09-10 00:00:00
8210,8772513.710843373494,2018-09-17 00:00:00
8210,8666855.523809523810,2018-09-24 00:00:00
8235,14778675.200000000000,2018-06-25 00:00:00
8235,13329702.157894736842,2018-07-02 00:00:00
8235,11891485.788888888889,2018-07-09 00:00:00
8235,12198557.670454545455,2018-07-16 00:00:00
8235,11926133.450549450549,2018-07-23 00:00:00
8235,11442779.428571428571,2018-07-30 00:00:00
8235,13257371.333333333333,2018-08-06 00:00:00
8235,11881284.533333333333,2018-08-13 00:00:00
8235,13132531.578313253012,2018-08-20 00:00:00
8235,12252438.153846153846,2018-08-27 00:00:00
8235,12269900.351648351648,2018-09-03 00:00:00
8235,11899577.447368421053,2018-09-10 00:00:00
8237,481783.133333333333,2018-06-25 00:00:00
8237,677529.521276595745,2018-07-02 00:00:00
8237,674593.285714285714,2018-07-09 00:00:00
8237,706619.607142857143,2018-07-16 00:00:00
8237,707955.178571428571,2018-07-23 00:00:00
8237,700203.120481927711,2018-07-30 00:00:00
8237,679727.083333333333,2018-08-06 00:00:00
8237,683542.929411764706,2018-08-13 00:00:00
8237,722103.867469879518,2018-08-20 00:00:00
8237,694724.190476190476,2018-08-27 00:00:00
8237,698858.647058823529,2018-09-03 00:00:00
8237,697133.916666666667,2018-09-10 00:00:00
8237,693609.309523809524,2018-09-17 00:00:00
8237,695936.095238095238,2018-09-24 00:00:00
8241,9828417.800000000000,2018-06-25 00:00:00
8241,9716248.725490196078,2018-07-02 00:00:00
